5.9	11.6	4.8	3.8	7.4	4.4	1.7	2.0	3.0	3.8	9.1	6.7	9.7	5.1	0.0	4.6	2.7	4.1	4.8	8.4	9.5	13.0	11.2	7.4	13.9	7.7	6.5	7.8	11.8	9.8
5.3	16.9	5.4	6.3	11.6	3.6	0.9	3.6	4.8	9.5	9.7	11.3	2.1	14.4	2.5	0.0	4.9	2.7	0.7	8.3	3.7	4.9	8.1	5.9	4.2	6.9	6.6	5.6	15.0	6.3
3.2	7.9	13.9	5.2	6.2	7.6	4.0	2.0	2.0	5.7	11.9	17.2	9.4	4.5	2.8	9.0	0.0	5.0	9.6	3.4	6.2	7.3	3.1	10.1	12.5	11.7	4.9	8.1	4.3	6.6
1.5	10.2	6.8	10.3	9.4	2.5	3.7	3.9	2.6	5.9	7.1	4.5	8.5	3.9	5.5	6.7	5.1	0.0	2.6	4.3	1.7	4.7	2.9	3.6	4.2	5.6	2.8	4.2	7.9	2.5
5.2	15.3	5.5	6.1	14.5	2.9	1.4	8.9	2.3	13.7	13.5	12.2	3.3	8.3	2.8	1.3	7.1	4.9	0.0	4.1	3.2	8.8	6.2	5.9	7.7	11.2	3.2	7.7	8.2	3.0
0.6	4.0	8.1	5.4	2.4	6.8	9.5	3.4	6.4	4.3	4.5	15.7	16.1	5.7	6.2	9.3	2.4	2.3	4.9	0.0	2.5	1.9	2.4	9.8	12.4	8.9	5.1	8.1	2.4	4.8
1.5	7.7	11.5	11.6	9.6	3.2	3.0	7.7	5.6	7.1	5.1	6.6	10.3	4.8	10.3	8.1	4.1	1.5	3.4	2.6	0.0	1.6	1.7	4.1	10.1	6.1	4.4	2.7	1.9	3.2
1.8	3.8	18.2	12.5	7.8	5.6	6.5	11.3	7.1	10.7	5.1	9.2	16.5	9.6	5.5	6.0	4.5	3.3	12.6	3.2	2.2	0.0	5.4	8.5	6.9	3.5	8.1	2.6	2.2	6.0
2.1	7.2	8.8	7.4	4.9	0.4	4.4	6.5	6.4	5.7	2.9	9.1	6.5	7.1	8.9	6.2	6.1	2.2	5.0	4.3	1.0	1.9	0.0	4.2	6.2	2.3	2.1	1.9	3.1	0.8
6.5	9.5	14.8	10.1	21.4	5.4	6.6	15.2	11.0	10.4	13.8	5.2	6.2	18.5	5.7	3.9	8.3	7.5	3.9	8.7	4.9	7.8	6.6	0.0	1.0	9.4	4.0	4.2	12.7	3.5
5.8	12.8	8.9	17.4	8.5	3.0	9.8	10.4	6.6	18.7	10.2	2.6	5.5	14.8	9.8	4.5	6.5	4.4	5.6	5.5	8.2	11.3	9.6	1.3	0.0	6.2	4.1	4.8	6.5	7.4
8.0	10.6	10.5	14.4	12.2	4.5	11.4	10.0	10.2	9.6	2.9	6.9	15.9	15.6	6.9	11.7	7.9	6.7	7.4	8.4	3.6	4.4	3.3	9.8	9.5	0.0	3.8	4.2	5.2	2.2
6.5	7.1	12.4	13.6	9.9	2.8	6.1	11.3	2.5	9.2	8.9	8.8	5.7	11.0	10.5	6.9	6.1	2.3	3.5	5.8	2.6	8.1	2.6	4.2	2.9	4.3	0.0	3.2	8.5	1.6
4.3	12.9	13.3	7.1	7.7	1.6	4.5	9.3	5.8	16.2	3.2	4.6	8.0	5.3	6.4	6.9	3.9	3.0	6.9	7.6	4.4	2.5	1.5	4.5	5.5	1.9	1.6	0.0	6.0	1.0
4.1	2.7	21.7	15.8	5.4	4.2	7.6	11.2	4.7	12.5	4.6	5.9	19.1	7.6	12.4	15.9	3.3	7.9	10.4	3.3	4.6	1.2	7.5	6.2	6.7	5.9	7.4	7.0	0.0	8.7
3.2	7.9	7.8	10.1	13.8	0.5	5.1	8.4	4.7	10.1	7.9	7.9	4.5	10.3	9.8	6.1	4.1	3.2	2.6	6.4	3.0	5.6	1.5	5.2	3.6	4.9	1.9	1.6	6.1	0.0
